language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_166,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 37, 40, 42, 54]",[],"[[[10, 37], 10], [[37, 40], 37], [[40, 42], 40], [[42, 54], 42], [[54, 100], 54]]","[[[10, 37], 10], [[37, 40], 37], [[40, 42], 40], [[42, 54], 42], [[54, 100], 54]]",[],[],"[[10, [10, 37], '(1 * 10)'], [37, [37, 40], '(1 * 37)'], [40, [40, 42], '(1 * 40)'], [42, [42, 54], '(1 * 42)'], [54, [54, 55], '(1 * 54)']]"
artificial_language_g0_167,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 23, 73, 78]",[],"[[[15, 23], 15], [[23, 73], 23], [[73, 78], 73], [[78, 100], 78]]","[[[15, 23], 15], [[23, 73], 23], [[73, 78], 73], [[78, 100], 78]]",[],[],[]
artificial_language_g0_168,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 26, 51, 72, 93]","[32, 69]","[[[18, 26], 18], [[26, 51], 26], [[51, 72], 51], [[72, 93], 72], [[93, 100], 93]]","[[[18, 26], 18], [[26, 51], 26], [[51, 72], 51], [[72, 93], 72], [[93, 100], 93]]",[],[],[]
artificial_language_g0_169,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 23, 63, 65]",[],"[[[13, 23], 13], [[23, 63], 23], [[63, 65], 63], [[65, 100], 65]]","[[[13, 23], 13], [[23, 63], 23], [[63, 65], 63], [[65, 100], 65]]",[],[],[]
artificial_language_g0_170,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 81]","[27, 34, 44, 52, 78]","[[[21, 81], 21], [[81, 100], 81]]","[[[21, 81], 21], [[81, 100], 81]]",[],[],[]
artificial_language_g0_171,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 29, 64]","[74, 99]","[[[18, 29], 18], [[29, 64], 29], [[64, 100], 64]]","[[[18, 29], 18], [[29, 64], 29], [[64, 100], 64]]",[],[],"[[18, [18, 29], '(1 * 18)'], [29, [29, 64], '(1 * 29)'], [64, [64, 65], '(1 * 64)']]"
artificial_language_g0_172,"[1, 2, 3, 4, 5, 6, 7]","[8, 39, 42]","[18, 58, 84, 85, 88]","[[[8, 39], 8], [[39, 42], 39], [[42, 100], 42]]","[[[8, 39], 8], [[39, 42], 39], [[42, 100], 42]]",[],[],[]
artificial_language_g0_173,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 59, 73]","[52, 55, 65, 69]","[[[20, 59], 20], [[59, 73], 59], [[73, 100], 73]]","[[[20, 59], 20], [[59, 73], 59], [[73, 100], 73]]",[],[],[]
artificial_language_g0_174,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30, 95]","[45, 51, 86, 92]","[[[15, 30], 15], [[30, 95], 30], [[95, 100], 95]]","[[[15, 30], 12], [[30, 95], 30], [[95, 100], 95]]","[[[15, 30], 4]]",[],[]
artificial_language_g0_175,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 44, 67, 87]","[51, 60, 97]","[[[8, 16], 8], [[16, 44], 16], [[44, 67], 44], [[67, 87], 67], [[87, 100], 87]]","[[[8, 16], 5], [[16, 44], 16], [[44, 67], 44], [[67, 87], 67], [[87, 100], 87]]","[[[8, 16], 4]]",[],"[[8, [8, 16], '(1 * 8)'], [16, [16, 44], '(1 * 16)'], [44, [44, 67], '(1 * 44)'], [67, [67, 87], '(1 * 67)'], [87, [87, 88], '(1 * 87)']]"
artificial_language_g0_176,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 57, 69, 90]","[25, 53, 62, 67, 99]","[[[21, 57], 21], [[57, 69], 57], [[69, 90], 69], [[90, 100], 90]]","[[[21, 57], 21], [[57, 69], 57], [[69, 90], 69], [[90, 100], 90]]",[],[],[]
artificial_language_g0_177,"[1, 2, 3]","[4, 55]","[21, 42, 52, 57, 61]","[[[4, 55], 4], [[55, 100], 55]]","[[[4, 55], 4], [[55, 100], 55]]",[],[],[]
artificial_language_g0_178,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 31]",[],"[[[18, 31], 18], [[31, 100], 31]]","[[[18, 31], 18], [[31, 100], 31]]",[],[],"[[18, [18, 31], '(1 * 18)'], [31, [31, 32], '(1 * 31)']]"
artificial_language_g0_179,"[1, 2, 3]","[4, 36, 55]",[44],"[[[4, 36], 4], [[36, 55], 36], [[55, 100], 55]]","[[[4, 36], 4], [[36, 55], 36], [[55, 100], 55]]",[],[],"[[4, [4, 36], '(1 * 4)'], [36, [36, 55], '(1 * 36)'], [55, [55, 56], '(1 * 55)']]"
artificial_language_g0_180,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 30, 58, 73]",[90],"[[[16, 30], 16], [[30, 58], 30], [[58, 73], 58], [[73, 100], 73]]","[[[16, 30], 16], [[30, 58], 30], [[58, 73], 58], [[73, 100], 73]]",[],[],[]
artificial_language_g0_181,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 21, 24, 70]",[],"[[[8, 16], 8], [[16, 21], 16], [[21, 24], 21], [[24, 70], 24], [[70, 100], 70]]","[[[8, 16], 2], [[16, 21], 16], [[21, 24], 21], [[24, 70], 24], [[70, 100], 70]]","[[[8, 16], 7]]",[],[]
artificial_language_g0_182,"[1, 2, 3, 4, 5]","[6, 12, 76, 83, 89]","[46, 47]","[[[6, 12], 6], [[12, 76], 12], [[76, 83], 76], [[83, 89], 83], [[89, 100], 89]]","[[[6, 12], 4], [[12, 76], 12], [[76, 83], 76], [[83, 89], 83], [[89, 100], 89]]","[[[6, 12], 3]]",[],[]
artificial_language_g0_183,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 49, 55, 88]","[23, 33, 42, 52]","[[[19, 49], 19], [[49, 55], 49], [[55, 88], 55], [[88, 100], 88]]","[[[19, 49], 19], [[49, 55], 49], [[55, 88], 55], [[88, 100], 88]]",[],[],[]
artificial_language_g0_184,[1],"[2, 28, 52]","[17, 22, 75, 86, 97]","[[[2, 28], 2], [[28, 52], 28], [[52, 100], 52]]","[[[2, 28], 2], [[28, 52], 28], [[52, 100], 52]]",[],[],[]
artificial_language_g0_185,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],"[16, 27, 29, 31, 52]","[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],[]
artificial_language_g0_186,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 34, 89]","[43, 64, 78, 86]","[[[15, 34], 15], [[34, 89], 34], [[89, 100], 89]]","[[[15, 34], 15], [[34, 89], 34], [[89, 100], 89]]",[],[],[]
artificial_language_g0_187,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 34, 53, 70, 98]",[],"[[[14, 34], 14], [[34, 53], 34], [[53, 70], 53], [[70, 98], 70], [[98, 100], 98]]","[[[14, 34], 14], [[34, 53], 34], [[53, 70], 53], [[70, 98], 70], [[98, 100], 98]]",[],[],"[[14, [14, 34], '(1 * 14)'], [34, [34, 53], '(1 * 34)'], [53, [53, 70], '(1 * 53)'], [70, [70, 98], '(1 * 70)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_188,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 56]","[39, 90]","[[[19, 56], 19], [[56, 100], 56]]","[[[19, 56], 19], [[56, 100], 56]]",[],[],[]
artificial_language_g0_189,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 12, 15, 59, 91]","[52, 55]","[[[11, 12], 11], [[12, 15], 12], [[15, 59], 15], [[59, 91], 59], [[91, 100], 91]]","[[[11, 12], 11], [[12, 15], 12], [[15, 59], 15], [[59, 91], 59], [[91, 100], 91]]",[],[],[]
artificial_language_g0_190,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],[60],"[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],[]
artificial_language_g0_191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 58]",[],"[[[18, 58], 18], [[58, 100], 58]]","[[[18, 58], 18], [[58, 100], 58]]",[],[],"[[18, [18, 58], '(1 * 18)'], [58, [58, 59], '(1 * 58)']]"
artificial_language_g0_192,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 51]","[33, 77, 84, 87, 91]","[[[8, 16], 8], [[16, 51], 16], [[51, 100], 51]]","[[[8, 16], 4], [[16, 51], 16], [[51, 100], 51]]","[[[8, 16], 5]]",[],"[[8, [8, 16], '(1 * 8)'], [16, [16, 51], '(1 * 16)'], [51, [51, 52], '(1 * 51)']]"
artificial_language_g0_193,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 20, 50, 55, 57]","[22, 83]","[[[12, 20], 12], [[20, 50], 20], [[50, 55], 50], [[55, 57], 55], [[57, 100], 57]]","[[[12, 20], 12], [[20, 50], 20], [[50, 55], 50], [[55, 57], 55], [[57, 100], 57]]",[],[],"[[12, [12, 20], '(1 * 12)'], [20, [20, 50], '(1 * 20)'], [50, [50, 55], '(1 * 50)'], [55, [55, 57], '(1 * 55)'], [57, [57, 58], '(1 * 57)']]"
artificial_language_g0_194,"[1, 2, 3, 4, 5]","[6, 35]","[20, 50]","[[[6, 35], 6], [[35, 100], 35]]","[[[6, 35], 6], [[35, 100], 35]]",[],[],"[[6, [6, 35], '(1 * 6)'], [35, [35, 36], '(1 * 35)']]"
artificial_language_g0_195,"[1, 2]","[3, 11, 48, 79]","[37, 51, 64, 67]","[[[3, 11], 3], [[11, 48], 11], [[48, 79], 48], [[79, 100], 79]]","[[[3, 11], 3], [[11, 48], 11], [[48, 79], 48], [[79, 100], 79]]",[],[],[]
artificial_language_g0_196,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 29, 50, 53, 84]",[51],"[[[17, 29], 17], [[29, 50], 29], [[50, 53], 50], [[53, 84], 53], [[84, 100], 84]]","[[[17, 29], 17], [[29, 50], 29], [[50, 53], 50], [[53, 84], 53], [[84, 100], 84]]",[],[],[]
artificial_language_g0_197,[1],"[2, 44, 56, 99]","[39, 62, 74, 79]","[[[2, 44], 2], [[44, 56], 44], [[56, 99], 56], [[99, 100], 99]]","[[[2, 44], 2], [[44, 56], 44], [[56, 99], 56], [[99, 100], 99]]",[],[],[]
artificial_language_g0_198,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",[10],"[20, 22, 35]","[[[10, 100], 10]]","[[[10, 100], 10]]",[],[],"[[10, [10, 11], '(1 * 10)']]"
artificial_language_g0_199,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 29, 39, 94]","[16, 45, 54, 61, 83]","[[[10, 29], 10], [[29, 39], 29], [[39, 94], 39], [[94, 100], 94]]","[[[10, 29], 10], [[29, 39], 29], [[39, 94], 39], [[94, 100], 94]]",[],[],[]
artificial_language_g0_200,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 63]",[],"[[[9, 18], 9], [[18, 63], 18], [[63, 100], 63]]","[[[9, 18], 5], [[18, 63], 18], [[63, 100], 63]]","[[[9, 18], 5]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 63], '(1 * 18)'], [63, [63, 64], '(1 * 63)']]"
artificial_language_g0_201,"[1, 2, 3, 4]",[5],"[27, 28, 29]","[[[5, 100], 5]]","[[[5, 100], 5]]",[],[],"[[5, [5, 6], '(1 * 5)']]"
artificial_language_g0_202,"[1, 2, 3, 4]","[5, 10]",[39],"[[[5, 10], 5], [[10, 100], 10]]","[[[5, 10], 4], [[10, 100], 10]]","[[[5, 10], 2]]",[],[]
artificial_language_g0_203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 57, 60]","[30, 54, 59, 66, 81]","[[[12, 24], 12], [[24, 57], 24], [[57, 60], 57], [[60, 100], 60]]","[[[12, 24], 1], [[24, 57], 24], [[57, 60], 57], [[60, 100], 60]]","[[[12, 24], 12]]",[],[]
artificial_language_g0_204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 45, 58, 64, 84]",[26],"[[[14, 45], 14], [[45, 58], 45], [[58, 64], 58], [[64, 84], 64], [[84, 100], 84]]","[[[14, 45], 14], [[45, 58], 45], [[58, 64], 58], [[64, 84], 64], [[84, 100], 84]]",[],[],[]
artificial_language_g0_205,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],"[16, 37, 55, 67, 81]","[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],[]
artificial_language_g0_206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],"[16, 30, 65, 96]","[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],"[[12, [12, 13], '(1 * 12)']]"
artificial_language_g0_207,"[1, 2, 3, 4, 5, 6]","[7, 14, 64]","[24, 33, 87, 89]","[[[7, 14], 7], [[14, 64], 14], [[64, 100], 64]]","[[[7, 14], 3], [[14, 64], 14], [[64, 100], 64]]","[[[7, 14], 5]]",[],[]
artificial_language_g0_208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 52]","[46, 51, 74, 90, 95]","[[[18, 52], 18], [[52, 100], 52]]","[[[18, 52], 18], [[52, 100], 52]]",[],[],[]
artificial_language_g0_209,"[1, 2, 3, 4]","[5, 10]",[],"[[[5, 10], 5], [[10, 100], 10]]","[[[5, 10], 1], [[10, 100], 10]]","[[[5, 10], 5]]",[],[]
artificial_language_g0_210,"[1, 2, 3, 4, 5, 6]","[7, 17, 79]",[],"[[[7, 17], 7], [[17, 79], 17], [[79, 100], 79]]","[[[7, 17], 7], [[17, 79], 17], [[79, 100], 79]]",[],[],"[[7, [7, 17], '(1 * 7)'], [17, [17, 79], '(1 * 17)'], [79, [79, 80], '(1 * 79)']]"
artificial_language_g0_211,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 75]","[31, 95]","[[[20, 40], 20], [[40, 75], 40], [[75, 100], 75]]","[[[20, 40], 16], [[40, 75], 40], [[75, 100], 75]]","[[[20, 40], 5]]",[],[]
artificial_language_g0_212,"[1, 2, 3, 4, 5]","[6, 84, 98, 99]",[75],"[[[6, 84], 6], [[84, 98], 84], [[98, 99], 98], [[99, 100], 99]]","[[[6, 84], 6], [[84, 98], 84], [[98, 99], 98], [[99, 100], 99]]",[],[],"[[6, [6, 84], '(1 * 6)'], [84, [84, 98], '(1 * 84)'], [98, [98, 99], '(1 * 98)'], [99, [99, 100], '(1 * 99)']]"
artificial_language_g0_213,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 39, 59, 68]","[26, 31, 46, 96]","[[[9, 18], 9], [[18, 39], 18], [[39, 59], 39], [[59, 68], 59], [[68, 100], 68]]","[[[9, 18], 5], [[18, 39], 18], [[39, 59], 39], [[59, 68], 59], [[68, 100], 68]]","[[[9, 18], 5]]",[],[]
artificial_language_g0_214,"[1, 2]","[3, 16, 25, 49]","[5, 19, 48, 62, 87]","[[[3, 16], 3], [[16, 25], 16], [[25, 49], 25], [[49, 100], 49]]","[[[3, 16], 3], [[16, 25], 16], [[25, 49], 25], [[49, 100], 49]]",[],[],"[[3, [3, 16], '(1 * 3)'], [16, [16, 25], '(1 * 16)'], [25, [25, 49], '(1 * 25)'], [49, [49, 50], '(1 * 49)']]"
artificial_language_g0_215,"[1, 2, 3]","[4, 66]",[36],"[[[4, 66], 4], [[66, 100], 66]]","[[[4, 66], 4], [[66, 100], 66]]",[],[],"[[4, [4, 66], '(1 * 4)'], [66, [66, 67], '(1 * 66)']]"
artificial_language_g0_216,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 76, 77, 82, 91]","[61, 94]","[[[17, 76], 17], [[76, 77], 76], [[77, 82], 77], [[82, 91], 82], [[91, 100], 91]]","[[[17, 76], 17], [[76, 77], 76], [[77, 82], 77], [[82, 91], 82], [[91, 100], 91]]",[],[],[]
artificial_language_g0_217,"[1, 2, 3, 4, 5, 6, 7]","[8, 50]","[15, 23, 29, 82, 87]","[[[8, 50], 8], [[50, 100], 50]]","[[[8, 50], 8], [[50, 100], 50]]",[],[],[]
artificial_language_g0_218,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 38, 41, 62, 80]","[19, 30, 37, 76, 77]","[[[11, 38], 11], [[38, 41], 38], [[41, 62], 41], [[62, 80], 62], [[80, 100], 80]]","[[[11, 38], 11], [[38, 41], 38], [[41, 62], 41], [[62, 80], 62], [[80, 100], 80]]",[],[],"[[11, [11, 38], '(1 * 11)'], [38, [38, 41], '(1 * 38)'], [41, [41, 62], '(1 * 41)'], [62, [62, 80], '(1 * 62)'], [80, [80, 81], '(1 * 80)']]"
artificial_language_g0_219,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20, 36, 83]",[],"[[[10, 20], 10], [[20, 36], 20], [[36, 83], 36], [[83, 100], 83]]","[[[10, 20], 5], [[20, 36], 20], [[36, 83], 36], [[83, 100], 83]]","[[[10, 20], 6]]",[],[]
artificial_language_g0_220,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 65]",[],"[[[18, 65], 18], [[65, 100], 65]]","[[[18, 65], 18], [[65, 100], 65]]",[],[],"[[18, [18, 65], '(1 * 18)'], [65, [65, 66], '(1 * 65)']]"
artificial_language_g0_221,"[1, 2]",[3],"[6, 40, 59]","[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],"[[3, [3, 4], '(1 * 3)']]"
artificial_language_g0_222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 21, 28, 54]",[76],"[[[18, 21], 18], [[21, 28], 21], [[28, 54], 28], [[54, 100], 54]]","[[[18, 21], 18], [[21, 28], 21], [[28, 54], 28], [[54, 100], 54]]",[],[],[]
artificial_language_g0_223,"[1, 2, 3, 4, 5, 6]","[7, 76]","[11, 26, 66]","[[[7, 76], 7], [[76, 100], 76]]","[[[7, 76], 7], [[76, 100], 76]]",[],[],[]
artificial_language_g0_224,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[12],"[58, 69, 72, 76]","[[[12, 100], 12]]","[[[12, 100], 12]]",[],[],"[[12, [12, 13], '(1 * 12)']]"
artificial_language_g0_225,"[1, 2, 3]",[4],"[8, 72, 80, 89]","[[[4, 100], 4]]","[[[4, 100], 4]]",[],[],"[[4, [4, 5], '(1 * 4)']]"
artificial_language_g0_226,"[1, 2, 3, 4, 5, 6, 7]","[8, 16]","[34, 76]","[[[8, 16], 8], [[16, 100], 16]]","[[[8, 16], 7], [[16, 100], 16]]","[[[8, 16], 2]]",[],[]
artificial_language_g0_227,"[1, 2, 3, 4, 5, 6, 7]",[8],"[20, 92]","[[[8, 100], 8]]","[[[8, 100], 8]]",[],[],"[[8, [8, 9], '(1 * 8)']]"
artificial_language_g0_228,"[1, 2, 3, 4, 5, 6]","[7, 44, 54, 62]",[89],"[[[7, 44], 7], [[44, 54], 44], [[54, 62], 54], [[62, 100], 62]]","[[[7, 44], 7], [[44, 54], 44], [[54, 62], 54], [[62, 100], 62]]",[],[],"[[7, [7, 44], '(1 * 7)'], [44, [44, 54], '(1 * 44)'], [54, [54, 62], '(1 * 54)'], [62, [62, 63], '(1 * 62)']]"
artificial_language_g0_229,"[1, 2, 3, 4, 5]","[6, 10, 12, 78, 96]","[14, 22, 31, 97]","[[[6, 10], 6], [[10, 12], 10], [[12, 78], 12], [[78, 96], 78], [[96, 100], 96]]","[[[6, 10], 6], [[10, 12], 10], [[12, 78], 12], [[78, 96], 78], [[96, 100], 96]]",[],[],"[[6, [6, 10], '(1 * 6)'], [10, [10, 12], '(1 * 10)'], [12, [12, 78], '(1 * 12)'], [78, [78, 96], '(1 * 78)'], [96, [96, 97], '(1 * 96)']]"
artificial_language_g0_230,"[1, 2, 3, 4, 5, 6, 7]","[8, 16]","[31, 56, 73, 76]","[[[8, 16], 8], [[16, 100], 16]]","[[[8, 16], 2], [[16, 100], 16]]","[[[8, 16], 7]]",[],"[[8, [8, 16], '(1 * 8)'], [16, [16, 17], '(1 * 16)']]"
artificial_language_g0_231,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40, 68]","[21, 49, 90, 94]","[[[20, 40], 20], [[40, 68], 40], [[68, 100], 68]]","[[[20, 40], 4], [[40, 68], 40], [[68, 100], 68]]","[[[20, 40], 17]]",[],"[[20, [20, 40], '(1 * 20)'], [40, [40, 68], '(1 * 40)'], [68, [68, 69], '(1 * 68)']]"
artificial_language_g0_232,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 91]","[11, 24, 39, 53, 56]","[[[9, 91], 9], [[91, 100], 91]]","[[[9, 91], 9], [[91, 100], 91]]",[],[],[]
artificial_language_g0_233,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 64, 69, 92, 94]","[26, 30, 52, 60, 73]","[[[19, 64], 19], [[64, 69], 64], [[69, 92], 69], [[92, 94], 92], [[94, 100], 94]]","[[[19, 64], 19], [[64, 69], 64], [[69, 92], 69], [[92, 94], 92], [[94, 100], 94]]",[],[],[]
artificial_language_g0_234,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 53, 87]","[14, 25, 33, 34, 69]","[[[10, 53], 10], [[53, 87], 53], [[87, 100], 87]]","[[[10, 53], 10], [[53, 87], 53], [[87, 100], 87]]",[],[],[]
artificial_language_g0_235,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],"[35, 50, 63]","[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],"[[11, [11, 12], '(1 * 11)']]"
artificial_language_g0_236,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 17, 24, 91]","[20, 55, 56, 64, 73]","[[[16, 17], 16], [[17, 24], 17], [[24, 91], 24], [[91, 100], 91]]","[[[16, 17], 16], [[17, 24], 17], [[24, 91], 24], [[91, 100], 91]]",[],[],[]
artificial_language_g0_237,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 80]","[50, 94]","[[[12, 80], 12], [[80, 100], 80]]","[[[12, 80], 12], [[80, 100], 80]]",[],[],[]
artificial_language_g0_238,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 24, 39, 87, 96]",[52],"[[[15, 24], 15], [[24, 39], 24], [[39, 87], 39], [[87, 96], 87], [[96, 100], 96]]","[[[15, 24], 15], [[24, 39], 24], [[39, 87], 39], [[87, 96], 87], [[96, 100], 96]]",[],[],[]
artificial_language_g0_239,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],"[35, 99]","[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],[]
artificial_language_g0_240,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 55, 64, 66, 85]",[68],"[[[21, 55], 21], [[55, 64], 55], [[64, 66], 64], [[66, 85], 66], [[85, 100], 85]]","[[[21, 55], 21], [[55, 64], 55], [[64, 66], 64], [[66, 85], 66], [[85, 100], 85]]",[],[],[]
artificial_language_g0_241,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22, 37]","[13, 17, 35, 49, 67]","[[[11, 22], 11], [[22, 37], 22], [[37, 100], 37]]","[[[11, 22], 11], [[22, 37], 22], [[37, 100], 37]]",[],[],"[[11, [11, 22], '(1 * 11)'], [22, [22, 37], '(1 * 22)'], [37, [37, 38], '(1 * 37)']]"
artificial_language_g0_242,"[1, 2, 3]",[4],"[44, 58, 84]","[[[4, 100], 4]]","[[[4, 100], 4]]",[],[],[]
artificial_language_g0_243,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[13],"[17, 57, 78]","[[[13, 100], 13]]","[[[13, 100], 13]]",[],[],[]
artificial_language_g0_244,"[1, 2, 3, 4, 5, 6, 7]","[8, 29]","[11, 28, 38]","[[[8, 29], 8], [[29, 100], 29]]","[[[8, 29], 8], [[29, 100], 29]]",[],[],[]
artificial_language_g0_245,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 23, 60, 75]","[50, 85, 86]","[[[16, 23], 16], [[23, 60], 23], [[60, 75], 60], [[75, 100], 75]]","[[[16, 23], 16], [[23, 60], 23], [[60, 75], 60], [[75, 100], 75]]",[],[],[]
artificial_language_g0_246,[1],"[2, 18, 22, 30, 41]","[27, 57, 72, 79]","[[[2, 18], 2], [[18, 22], 18], [[22, 30], 22], [[30, 41], 30], [[41, 100], 41]]","[[[2, 18], 2], [[18, 22], 18], [[22, 30], 22], [[30, 41], 30], [[41, 100], 41]]",[],[],[]
artificial_language_g0_247,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 49]",[],"[[[16, 32], 16], [[32, 49], 32], [[49, 100], 49]]","[[[16, 32], 15], [[32, 49], 32], [[49, 100], 49]]","[[[16, 32], 2]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 49], '(1 * 32)'], [49, [49, 50], '(1 * 49)']]"
artificial_language_g0_248,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 43, 61, 70]","[69, 87]","[[[12, 24], 12], [[24, 43], 24], [[43, 61], 43], [[61, 70], 61], [[70, 100], 70]]","[[[12, 24], 6], [[24, 43], 24], [[43, 61], 43], [[61, 70], 61], [[70, 100], 70]]","[[[12, 24], 7]]",[],"[[12, [12, 24], '(1 * 12)'], [24, [24, 43], '(1 * 24)'], [43, [43, 61], '(1 * 43)'], [61, [61, 70], '(1 * 61)'], [70, [70, 71], '(1 * 70)']]"
artificial_language_g0_249,"[1, 2, 3]","[4, 28, 76, 90, 93]","[21, 24, 73, 75]","[[[4, 28], 4], [[28, 76], 28], [[76, 90], 76], [[90, 93], 90], [[93, 100], 93]]","[[[4, 28], 4], [[28, 76], 28], [[76, 90], 76], [[90, 93], 90], [[93, 100], 93]]",[],[],[]
artificial_language_g0_250,"[1, 2]",[3],"[7, 33, 51, 82]","[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],[]
artificial_language_g0_251,[1],"[2, 21, 92]","[80, 83]","[[[2, 21], 2], [[21, 92], 21], [[92, 100], 92]]","[[[2, 21], 2], [[21, 92], 21], [[92, 100], 92]]",[],[],[]
