language,digits,bases,monomorphemics,curr_bases,number_addition_max,number_subtraction_max,phrase_subtraction,exceptions
artificial_language_g0_179,[1],"[2, 5, 67, 70]","[9, 31]","[[[2, 5], 2], [[5, 67], 5], [[67, 70], 67], [[70, 100], 70]]","[[[2, 5], 2], [[5, 67], 5], [[67, 70], 67], [[70, 100], 70]]",[],[],[]
artificial_language_g0_180,"[1, 2]","[3, 95, 99]","[4, 40]","[[[3, 95], 3], [[95, 99], 95], [[99, 100], 99]]","[[[3, 95], 3], [[95, 99], 95], [[99, 100], 99]]",[],[],"[[3, [3, 95], '(1 * 3)'], [95, [95, 99], '(1 * 95)'], [99, [99, 100], '(1 * 99)']]"
artificial_language_g0_181,"[1, 2, 3, 4, 5, 6]","[7, 11]","[13, 68, 84]","[[[7, 11], 7], [[11, 100], 11]]","[[[7, 11], 7], [[11, 100], 11]]",[],[],[]
artificial_language_g0_182,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[19],[],"[[[19, 100], 19]]","[[[19, 100], 19]]",[],[],[]
artificial_language_g0_183,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 48, 60, 74, 86]","[40, 67, 82]","[[[20, 48], 20], [[48, 60], 48], [[60, 74], 60], [[74, 86], 74], [[86, 100], 86]]","[[[20, 48], 20], [[48, 60], 48], [[60, 74], 60], [[74, 86], 74], [[86, 100], 86]]",[],[],[]
artificial_language_g0_184,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 59]","[79, 92, 96]","[[[16, 59], 16], [[59, 100], 59]]","[[[16, 59], 16], [[59, 100], 59]]",[],[],[]
artificial_language_g0_185,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 29, 58]","[41, 50, 74, 81, 93]","[[[14, 28], 14], [[28, 29], 28], [[29, 58], 29], [[58, 100], 58]]","[[[14, 28], 5], [[28, 29], 28], [[29, 58], 29], [[58, 100], 58]]","[[[14, 28], 10]]",[],[]
artificial_language_g0_186,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 71]","[37, 44, 62]","[[[19, 71], 19], [[71, 100], 71]]","[[[19, 71], 19], [[71, 100], 71]]",[],[],[]
artificial_language_g0_187,[1],"[2, 62, 92]","[7, 40, 59, 82]","[[[2, 62], 2], [[62, 92], 62], [[92, 100], 92]]","[[[2, 62], 2], [[62, 92], 62], [[92, 100], 92]]",[],[],"[[2, [2, 62], '(1 * 2)'], [62, [62, 92], '(1 * 62)'], [92, [92, 93], '(1 * 92)']]"
artificial_language_g0_188,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 59, 67]","[63, 91]","[[[19, 59], 19], [[59, 67], 59], [[67, 100], 67]]","[[[19, 59], 19], [[59, 67], 59], [[67, 100], 67]]",[],[],[]
artificial_language_g0_189,"[1, 2]",[3],"[16, 26, 82, 88]","[[[3, 100], 3]]","[[[3, 100], 3]]",[],[],[]
artificial_language_g0_190,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 61]","[26, 27, 84]","[[[13, 61], 13], [[61, 100], 61]]","[[[13, 61], 13], [[61, 100], 61]]",[],[],[]
artificial_language_g0_191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36]","[44, 62, 79]","[[[18, 36], 18], [[36, 100], 36]]","[[[18, 36], 2], [[36, 100], 36]]","[[[18, 36], 17]]",[],"[[18, [18, 36], '(1 * 18)'], [36, [36, 37], '(1 * 36)']]"
artificial_language_g0_192,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 73, 80, 98]","[82, 93]","[[[14, 28], 14], [[28, 73], 28], [[73, 80], 73], [[80, 98], 80], [[98, 100], 98]]","[[[14, 28], 13], [[28, 73], 28], [[73, 80], 73], [[80, 98], 80], [[98, 100], 98]]","[[[14, 28], 2]]",[],"[[14, [14, 28], '(1 * 14)'], [28, [28, 73], '(1 * 28)'], [73, [73, 80], '(1 * 73)'], [80, [80, 98], '(1 * 80)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_193,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 84, 89, 91]","[70, 93]","[[[10, 84], 10], [[84, 89], 84], [[89, 91], 89], [[91, 100], 91]]","[[[10, 84], 10], [[84, 89], 84], [[89, 91], 89], [[91, 100], 91]]",[],[],"[[10, [10, 84], '(1 * 10)'], [84, [84, 89], '(1 * 84)'], [89, [89, 91], '(1 * 89)'], [91, [91, 92], '(1 * 91)']]"
artificial_language_g0_194,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26, 36, 41]",[],"[[[13, 26], 13], [[26, 36], 26], [[36, 41], 36], [[41, 100], 41]]","[[[13, 26], 13], [[26, 36], 26], [[36, 41], 36], [[41, 100], 41]]",[],[],"[[13, [13, 26], '(1 * 13)'], [26, [26, 36], '(1 * 26)'], [36, [36, 41], '(1 * 36)'], [41, [41, 42], '(1 * 41)']]"
artificial_language_g0_195,"[1, 2, 3, 4]","[5, 18, 39, 59, 74]","[12, 26, 70, 88, 89]","[[[5, 18], 5], [[18, 39], 18], [[39, 59], 39], [[59, 74], 59], [[74, 100], 74]]","[[[5, 18], 5], [[18, 39], 18], [[39, 59], 39], [[59, 74], 59], [[74, 100], 74]]",[],[],"[[5, [5, 18], '(1 * 5)'], [18, [18, 39], '(1 * 18)'], [39, [39, 59], '(1 * 39)'], [59, [59, 74], '(1 * 59)'], [74, [74, 75], '(1 * 74)']]"
artificial_language_g0_196,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 28, 47, 80]","[33, 41, 78]","[[[15, 28], 15], [[28, 47], 28], [[47, 80], 47], [[80, 100], 80]]","[[[15, 28], 15], [[28, 47], 28], [[47, 80], 47], [[80, 100], 80]]",[],[],"[[15, [15, 28], '(1 * 15)'], [28, [28, 47], '(1 * 28)'], [47, [47, 80], '(1 * 47)'], [80, [80, 81], '(1 * 80)']]"
artificial_language_g0_197,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30]",[84],"[[[15, 30], 15], [[30, 100], 30]]","[[[15, 30], 10], [[30, 100], 30]]","[[[15, 30], 6]]",[],[]
artificial_language_g0_198,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 61]",[],"[[[18, 61], 18], [[61, 100], 61]]","[[[18, 61], 18], [[61, 100], 61]]",[],[],"[[18, [18, 61], '(1 * 18)'], [61, [61, 62], '(1 * 61)']]"
artificial_language_g0_199,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 30, 55, 86, 97]","[23, 48, 54, 58, 93]","[[[18, 30], 18], [[30, 55], 30], [[55, 86], 55], [[86, 97], 86], [[97, 100], 97]]","[[[18, 30], 18], [[30, 55], 30], [[55, 86], 55], [[86, 97], 86], [[97, 100], 97]]",[],[],[]
artificial_language_g0_200,"[1, 2]","[3, 62, 98]",[],"[[[3, 62], 3], [[62, 98], 62], [[98, 100], 98]]","[[[3, 62], 3], [[62, 98], 62], [[98, 100], 98]]",[],[],"[[3, [3, 62], '(1 * 3)'], [62, [62, 98], '(1 * 62)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_201,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18]","[34, 76, 91]","[[[9, 18], 9], [[18, 100], 18]]","[[[9, 18], 7], [[18, 100], 18]]","[[[9, 18], 3]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 19], '(1 * 18)']]"
artificial_language_g0_202,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 62]",[],"[[[20, 62], 20], [[62, 100], 62]]","[[[20, 62], 20], [[62, 100], 62]]",[],[],[]
artificial_language_g0_203,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 20]",[60],"[[[10, 20], 10], [[20, 100], 20]]","[[[10, 20], 6], [[20, 100], 20]]","[[[10, 20], 5]]",[],"[[10, [10, 20], '(1 * 10)'], [20, [20, 21], '(1 * 20)']]"
artificial_language_g0_204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 32, 51, 77, 88]",[],"[[[16, 32], 16], [[32, 51], 32], [[51, 77], 51], [[77, 88], 77], [[88, 100], 88]]","[[[16, 32], 2], [[32, 51], 32], [[51, 77], 51], [[77, 88], 77], [[88, 100], 88]]","[[[16, 32], 15]]",[],"[[16, [16, 32], '(1 * 16)'], [32, [32, 51], '(1 * 32)'], [51, [51, 77], '(1 * 51)'], [77, [77, 88], '(1 * 77)'], [88, [88, 89], '(1 * 88)']]"
artificial_language_g0_205,"[1, 2]","[3, 6, 20, 63, 75]","[13, 19, 76, 92]","[[[3, 6], 3], [[6, 20], 6], [[20, 63], 20], [[63, 75], 63], [[75, 100], 75]]","[[[3, 6], 1], [[6, 20], 6], [[20, 63], 20], [[63, 75], 63], [[75, 100], 75]]","[[[3, 6], 3]]",[],[]
artificial_language_g0_206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 22, 74]",[],"[[[15, 22], 15], [[22, 74], 22], [[74, 100], 74]]","[[[15, 22], 15], [[22, 74], 22], [[74, 100], 74]]",[],[],[]
artificial_language_g0_207,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 53, 62, 74, 75]","[19, 26, 30, 42, 52]","[[[10, 53], 10], [[53, 62], 53], [[62, 74], 62], [[74, 75], 74], [[75, 100], 75]]","[[[10, 53], 10], [[53, 62], 53], [[62, 74], 62], [[74, 75], 74], [[75, 100], 75]]",[],[],"[[10, [10, 53], '(1 * 10)'], [53, [53, 62], '(1 * 53)'], [62, [62, 74], '(1 * 62)'], [74, [74, 75], '(1 * 74)'], [75, [75, 76], '(1 * 75)']]"
artificial_language_g0_208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 37, 74]","[30, 60, 69, 70, 72]","[[[17, 37], 17], [[37, 74], 37], [[74, 100], 74]]","[[[17, 37], 17], [[37, 74], 37], [[74, 100], 74]]",[],[],[]
artificial_language_g0_209,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],[],"[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],[]
artificial_language_g0_210,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36]","[24, 49, 68, 78, 83]","[[[18, 36], 18], [[36, 100], 36]]","[[[18, 36], 15], [[36, 100], 36]]","[[[18, 36], 4]]",[],[]
artificial_language_g0_211,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 12, 22, 30, 35]",[20],"[[[9, 12], 9], [[12, 22], 12], [[22, 30], 22], [[30, 35], 30], [[35, 100], 35]]","[[[9, 12], 9], [[12, 22], 12], [[22, 30], 22], [[30, 35], 30], [[35, 100], 35]]",[],[],[]
artificial_language_g0_212,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 24, 43, 59]",[],"[[[20, 24], 20], [[24, 43], 24], [[43, 59], 43], [[59, 100], 59]]","[[[20, 24], 20], [[24, 43], 24], [[43, 59], 43], [[59, 100], 59]]",[],[],[]
artificial_language_g0_213,"[1, 2, 3]","[4, 8, 39, 41, 81]","[61, 62]","[[[4, 8], 4], [[8, 39], 8], [[39, 41], 39], [[41, 81], 41], [[81, 100], 81]]","[[[4, 8], 2], [[8, 39], 8], [[39, 41], 39], [[41, 81], 41], [[81, 100], 81]]","[[[4, 8], 3]]",[],[]
artificial_language_g0_214,"[1, 2]","[3, 6, 30, 42, 47]","[14, 78, 90]","[[[3, 6], 3], [[6, 30], 6], [[30, 42], 30], [[42, 47], 42], [[47, 100], 47]]","[[[3, 6], 2], [[6, 30], 6], [[30, 42], 30], [[42, 47], 42], [[47, 100], 47]]","[[[3, 6], 2]]",[],[]
artificial_language_g0_215,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 24]","[26, 47, 65]","[[[19, 24], 19], [[24, 100], 24]]","[[[19, 24], 19], [[24, 100], 24]]",[],[],[]
artificial_language_g0_216,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 67, 88, 95]","[15, 27, 46, 79]","[[[9, 18], 9], [[18, 67], 18], [[67, 88], 67], [[88, 95], 88], [[95, 100], 95]]","[[[9, 18], 1], [[18, 67], 18], [[67, 88], 67], [[88, 95], 88], [[95, 100], 95]]","[[[9, 18], 9]]",[],"[[9, [9, 18], '(1 * 9)'], [18, [18, 67], '(1 * 18)'], [67, [67, 88], '(1 * 67)'], [88, [88, 95], '(1 * 88)'], [95, [95, 96], '(1 * 95)']]"
artificial_language_g0_217,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],"[25, 32, 71]","[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],[]
artificial_language_g0_218,"[1, 2, 3, 4, 5, 6]","[7, 84]","[35, 58, 61, 71]","[[[7, 84], 7], [[84, 100], 84]]","[[[7, 84], 7], [[84, 100], 84]]",[],[],[]
artificial_language_g0_219,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[13],"[72, 74]","[[[13, 100], 13]]","[[[13, 100], 13]]",[],[],[]
artificial_language_g0_220,"[1, 2, 3, 4, 5, 6, 7]","[8, 30, 35, 51]",[97],"[[[8, 30], 8], [[30, 35], 30], [[35, 51], 35], [[51, 100], 51]]","[[[8, 30], 8], [[30, 35], 30], [[35, 51], 35], [[51, 100], 51]]",[],[],[]
artificial_language_g0_221,[1],"[2, 97]","[49, 78, 82]","[[[2, 97], 2], [[97, 100], 97]]","[[[2, 97], 2], [[97, 100], 97]]",[],[],[]
artificial_language_g0_222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 15, 62, 97]",[],"[[[12, 15], 12], [[15, 62], 15], [[62, 97], 62], [[97, 100], 97]]","[[[12, 15], 12], [[15, 62], 15], [[62, 97], 62], [[97, 100], 97]]",[],[],"[[12, [12, 15], '(1 * 12)'], [15, [15, 62], '(1 * 15)'], [62, [62, 97], '(1 * 62)'], [97, [97, 98], '(1 * 97)']]"
artificial_language_g0_223,[1],"[2, 13, 51]",[65],"[[[2, 13], 2], [[13, 51], 13], [[51, 100], 51]]","[[[2, 13], 2], [[13, 51], 13], [[51, 100], 51]]",[],[],"[[2, [2, 13], '(1 * 2)'], [13, [13, 51], '(1 * 13)'], [51, [51, 52], '(1 * 51)']]"
artificial_language_g0_224,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[17, 92, 96]","[59, 72, 78]","[[[17, 92], 17], [[92, 96], 92], [[96, 100], 96]]","[[[17, 92], 17], [[92, 96], 92], [[96, 100], 96]]",[],[],"[[17, [17, 92], '(1 * 17)'], [92, [92, 96], '(1 * 92)'], [96, [96, 97], '(1 * 96)']]"
artificial_language_g0_225,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[18],[],"[[[18, 100], 18]]","[[[18, 100], 18]]",[],[],"[[18, [18, 19], '(1 * 18)']]"
artificial_language_g0_226,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 52]","[71, 73, 87]","[[[9, 52], 9], [[52, 100], 52]]","[[[9, 52], 9], [[52, 100], 52]]",[],[],"[[9, [9, 52], '(1 * 9)'], [52, [52, 53], '(1 * 52)']]"
artificial_language_g0_227,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 26]","[47, 81]","[[[13, 26], 13], [[26, 100], 26]]","[[[13, 26], 5], [[26, 100], 26]]","[[[13, 26], 9]]",[],[]
artificial_language_g0_228,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 22]",[],"[[[11, 22], 11], [[22, 100], 22]]","[[[11, 22], 5], [[22, 100], 22]]","[[[11, 22], 7]]",[],[]
artificial_language_g0_229,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 40]","[61, 68, 69, 82]","[[[20, 40], 20], [[40, 100], 40]]","[[[20, 40], 9], [[40, 100], 40]]","[[[20, 40], 12]]",[],[]
artificial_language_g0_230,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[15],"[18, 40, 73, 89]","[[[15, 100], 15]]","[[[15, 100], 15]]",[],[],"[[15, [15, 16], '(1 * 15)']]"
artificial_language_g0_231,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",[19],[],"[[[19, 100], 19]]","[[[19, 100], 19]]",[],[],"[[19, [19, 20], '(1 * 19)']]"
artificial_language_g0_232,"[1, 2]","[3, 83]","[34, 60]","[[[3, 83], 3], [[83, 100], 83]]","[[[3, 83], 3], [[83, 100], 83]]",[],[],"[[3, [3, 83], '(1 * 3)'], [83, [83, 84], '(1 * 83)']]"
artificial_language_g0_233,"[1, 2, 3, 4, 5, 6]","[7, 14, 42, 66, 68]","[8, 51]","[[[7, 14], 7], [[14, 42], 14], [[42, 66], 42], [[66, 68], 66], [[68, 100], 68]]","[[[7, 14], 5], [[14, 42], 14], [[42, 66], 42], [[66, 68], 66], [[68, 100], 68]]","[[[7, 14], 3]]",[],"[[7, [7, 14], '(1 * 7)'], [14, [14, 42], '(1 * 14)'], [42, [42, 66], '(1 * 42)'], [66, [66, 68], '(1 * 66)'], [68, [68, 69], '(1 * 68)']]"
artificial_language_g0_234,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[16, 27, 40, 80, 86]",[28],"[[[16, 27], 16], [[27, 40], 27], [[40, 80], 40], [[80, 86], 80], [[86, 100], 86]]","[[[16, 27], 16], [[27, 40], 27], [[40, 80], 40], [[80, 86], 80], [[86, 100], 86]]",[],[],[]
artificial_language_g0_235,"[1, 2, 3, 4, 5]","[6, 51, 67]","[34, 60, 69, 94]","[[[6, 51], 6], [[51, 67], 51], [[67, 100], 67]]","[[[6, 51], 6], [[51, 67], 51], [[67, 100], 67]]",[],[],[]
artificial_language_g0_236,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[20],[92],"[[[20, 100], 20]]","[[[20, 100], 20]]",[],[],[]
artificial_language_g0_237,"[1, 2]","[3, 39, 64, 67, 81]","[6, 37, 63]","[[[3, 39], 3], [[39, 64], 39], [[64, 67], 64], [[67, 81], 67], [[81, 100], 81]]","[[[3, 39], 3], [[39, 64], 39], [[64, 67], 64], [[67, 81], 67], [[81, 100], 81]]",[],[],[]
artificial_language_g0_238,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 27]","[19, 20, 34, 97]","[[[15, 27], 15], [[27, 100], 27]]","[[[15, 27], 15], [[27, 100], 27]]",[],[],[]
artificial_language_g0_239,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[18, 36, 80]",[],"[[[18, 36], 18], [[36, 80], 36], [[80, 100], 80]]","[[[18, 36], 5], [[36, 80], 36], [[80, 100], 80]]","[[[18, 36], 14]]",[],[]
artificial_language_g0_240,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24, 95]","[31, 73, 85]","[[[12, 24], 12], [[24, 95], 24], [[95, 100], 95]]","[[[12, 24], 9], [[24, 95], 24], [[95, 100], 95]]","[[[12, 24], 4]]",[],[]
artificial_language_g0_241,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[13, 28, 56]","[36, 38]","[[[13, 28], 13], [[28, 56], 28], [[56, 100], 56]]","[[[13, 28], 13], [[28, 56], 28], [[56, 100], 56]]",[],[],[]
artificial_language_g0_242,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[12, 24]","[67, 72]","[[[12, 24], 12], [[24, 100], 24]]","[[[12, 24], 1], [[24, 100], 24]]","[[[12, 24], 12]]",[],[]
artificial_language_g0_243,[1],"[2, 4, 48, 68]","[5, 31, 49, 89]","[[[2, 4], 2], [[4, 48], 4], [[48, 68], 48], [[68, 100], 68]]","[[[2, 4], 1], [[4, 48], 4], [[48, 68], 48], [[68, 100], 68]]","[[[2, 4], 2]]",[],"[[2, [2, 4], '(1 * 2)'], [4, [4, 48], '(1 * 4)'], [48, [48, 68], '(1 * 48)'], [68, [68, 69], '(1 * 68)']]"
artificial_language_g0_244,"[1, 2, 3, 4, 5, 6, 7, 8]","[9, 18, 34, 51, 53]","[17, 43, 47]","[[[9, 18], 9], [[18, 34], 18], [[34, 51], 34], [[51, 53], 51], [[53, 100], 53]]","[[[9, 18], 8], [[18, 34], 18], [[34, 51], 34], [[51, 53], 51], [[53, 100], 53]]","[[[9, 18], 2]]",[],[]
artificial_language_g0_245,"[1, 2, 3, 4, 5, 6]","[7, 44, 87]","[11, 29, 33, 76, 97]","[[[7, 44], 7], [[44, 87], 44], [[87, 100], 87]]","[[[7, 44], 7], [[44, 87], 44], [[87, 100], 87]]",[],[],[]
artificial_language_g0_246,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",[16],"[41, 79, 94]","[[[16, 100], 16]]","[[[16, 100], 16]]",[],[],[]
artificial_language_g0_247,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[15, 30]",[],"[[[15, 30], 15], [[30, 100], 30]]","[[[15, 30], 1], [[30, 100], 30]]","[[[15, 30], 15]]",[],[]
artificial_language_g0_248,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[20, 51, 78]",[],"[[[20, 51], 20], [[51, 78], 51], [[78, 100], 78]]","[[[20, 51], 20], [[51, 78], 51], [[78, 100], 78]]",[],[],"[[20, [20, 51], '(1 * 20)'], [51, [51, 78], '(1 * 51)'], [78, [78, 79], '(1 * 78)']]"
artificial_language_g0_249,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 29, 50]",[98],"[[[21, 29], 21], [[29, 50], 29], [[50, 100], 50]]","[[[21, 29], 21], [[29, 50], 29], [[50, 100], 50]]",[],[],[]
artificial_language_g0_250,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 31, 44]","[30, 72, 76]","[[[10, 31], 10], [[31, 44], 31], [[44, 100], 44]]","[[[10, 31], 10], [[31, 44], 31], [[44, 100], 44]]",[],[],[]
artificial_language_g0_251,"[1, 2, 3, 4]",[5],[],"[[[5, 100], 5]]","[[[5, 100], 5]]",[],[],[]
artificial_language_g0_252,"[1, 2, 3, 4, 5, 6, 7, 8]",[9],"[37, 59, 84]","[[[9, 100], 9]]","[[[9, 100], 9]]",[],[],"[[9, [9, 10], '(1 * 9)']]"
artificial_language_g0_253,"[1, 2, 3, 4, 5, 6, 7]","[8, 16, 87, 93]","[16, 65, 88, 95]","[[[8, 16], 8], [[16, 87], 16], [[87, 93], 87], [[93, 100], 93]]","[[[8, 16], 6], [[16, 87], 16], [[87, 93], 87], [[93, 100], 93]]","[[[8, 16], 3]]",[],[]
artificial_language_g0_254,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[15],[],"[[[15, 100], 15]]","[[[15, 100], 15]]",[],[],[]
artificial_language_g0_255,"[1, 2]","[3, 89]","[18, 25, 46, 66, 69]","[[[3, 89], 3], [[89, 100], 89]]","[[[3, 89], 3], [[89, 100], 89]]",[],[],"[[3, [3, 89], '(1 * 3)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_256,"[1, 2, 3, 4]","[5, 10, 38, 81, 82]",[],"[[[5, 10], 5], [[10, 38], 10], [[38, 81], 38], [[81, 82], 81], [[82, 100], 82]]","[[[5, 10], 4], [[10, 38], 10], [[38, 81], 38], [[81, 82], 81], [[82, 100], 82]]","[[[5, 10], 2]]",[],[]
artificial_language_g0_257,"[1, 2, 3, 4, 5, 6]","[7, 81, 89]",[],"[[[7, 81], 7], [[81, 89], 81], [[89, 100], 89]]","[[[7, 81], 7], [[81, 89], 81], [[89, 100], 89]]",[],[],"[[7, [7, 81], '(1 * 7)'], [81, [81, 89], '(1 * 81)'], [89, [89, 90], '(1 * 89)']]"
artificial_language_g0_258,"[1, 2, 3]","[4, 8, 83]",[],"[[[4, 8], 4], [[8, 83], 8], [[83, 100], 83]]","[[[4, 8], 3], [[8, 83], 8], [[83, 100], 83]]","[[[4, 8], 2]]",[],[]
artificial_language_g0_259,"[1, 2, 3, 4, 5, 6]",[7],[91],"[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],[]
artificial_language_g0_260,"[1, 2, 3, 4, 5, 6]",[7],"[69, 70, 85, 95]","[[[7, 100], 7]]","[[[7, 100], 7]]",[],[],"[[7, [7, 8], '(1 * 7)']]"
artificial_language_g0_261,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[21, 47]","[49, 54, 63]","[[[21, 47], 21], [[47, 100], 47]]","[[[21, 47], 21], [[47, 100], 47]]",[],[],"[[21, [21, 47], '(1 * 21)'], [47, [47, 48], '(1 * 47)']]"
artificial_language_g0_262,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 53]","[41, 52, 84, 93, 95]","[[[11, 53], 11], [[53, 100], 53]]","[[[11, 53], 11], [[53, 100], 53]]",[],[],[]
artificial_language_g0_263,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","[19, 36, 50, 98]",[],"[[[19, 36], 19], [[36, 50], 36], [[50, 98], 50], [[98, 100], 98]]","[[[19, 36], 19], [[36, 50], 36], [[50, 98], 50], [[98, 100], 98]]",[],[],"[[19, [19, 36], '(1 * 19)'], [36, [36, 50], '(1 * 36)'], [50, [50, 98], '(1 * 50)'], [98, [98, 99], '(1 * 98)']]"
artificial_language_g0_264,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[11],[52],"[[[11, 100], 11]]","[[[11, 100], 11]]",[],[],[]
artificial_language_g0_265,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 28, 84, 96]","[42, 67]","[[[14, 28], 14], [[28, 84], 28], [[84, 96], 84], [[96, 100], 96]]","[[[14, 28], 13], [[28, 84], 28], [[84, 96], 84], [[96, 100], 96]]","[[[14, 28], 2]]",[],[]
